tf_ensembl,target_ensembl,tf_name,target_name,tf_is_marker,weight,tissue
ENSG00000003402,ENSG00000221983,CFLAR,UBA52,FALSE,1.018093545,Heart
ENSG00000003402,ENSG00000136160,CFLAR,EDNRB,FALSE,2.76485232,Heart
ENSG00000003402,ENSG00000112562,CFLAR,SMOC2,FALSE,1.700463766,Heart
ENSG00000003402,ENSG00000139291,CFLAR,TMEM19,FALSE,1.200088758,Heart
ENSG00000003402,ENSG00000234745,CFLAR,HLA-B,FALSE,2.396073071,Heart
ENSG00000003402,ENSG00000198125,CFLAR,MB,FALSE,2.080649181,Heart
ENSG00000003402,ENSG00000197958,CFLAR,RPL12,FALSE,0.894157517,Heart
ENSG00000003402,ENSG00000197893,CFLAR,NRAP,FALSE,0.82470058,Heart
ENSG00000003402,ENSG00000231500,CFLAR,RPS18,FALSE,2.182859439,Heart
ENSG00000003402,ENSG00000145592,CFLAR,RPL37,FALSE,1.098805913,Heart
ENSG00000003402,ENSG00000197614,CFLAR,MFAP5,FALSE,1.775075338,Heart
ENSG00000003402,ENSG00000147403,CFLAR,RPL10,FALSE,1.641210854,Heart
ENSG00000003402,ENSG00000106991,CFLAR,ENG,FALSE,0.837674046,Heart
ENSG00000003402,ENSG00000147604,CFLAR,RPL7,FALSE,1.382619385,Heart
ENSG00000003402,ENSG00000106003,CFLAR,LFNG,FALSE,2.125969196,Heart
ENSG00000003402,ENSG00000234616,CFLAR,JRK,FALSE,1.520528585,Heart
ENSG00000003402,ENSG00000152580,CFLAR,IGSF10,FALSE,1.203198504,Heart
ENSG00000003402,ENSG00000109475,CFLAR,RPL34,FALSE,1.545918077,Heart
ENSG00000003402,ENSG00000174059,CFLAR,CD34,FALSE,1.738015963,Heart
ENSG00000003402,ENSG00000156885,CFLAR,COX6A2,FALSE,1.441944548,Heart
ENSG00000003402,ENSG00000184060,CFLAR,ADAP2,FALSE,0.938451037,Heart
ENSG00000003402,ENSG00000181523,CFLAR,SGSH,FALSE,1.442095604,Heart
ENSG00000003402,ENSG00000008517,CFLAR,IL32,FALSE,1.094683619,Heart
ENSG00000003402,ENSG00000175445,CFLAR,LPL,FALSE,1.243027822,Heart
ENSG00000004399,ENSG00000137491,PLXND1,SLCO2B1,FALSE,0.764679982,Heart
ENSG00000004487,ENSG00000087191,KDM1A,PSMC5,FALSE,1.033798444,Heart
ENSG00000004487,ENSG00000154175,KDM1A,ABI3BP,FALSE,1.263849029,Heart
ENSG00000005889,ENSG00000165458,ZFX,INPPL1,FALSE,1.033166924,Heart
ENSG00000006468,ENSG00000106211,ETV1,HSPB1,FALSE,0.785262428,Heart
ENSG00000007237,ENSG00000196655,GAS7,TRAPPC4,FALSE,1.218982934,Heart
ENSG00000007237,ENSG00000064601,GAS7,CTSA,FALSE,0.753823822,Heart
ENSG00000007237,ENSG00000164309,GAS7,CMYA5,FALSE,0.657471045,Heart
ENSG00000007237,ENSG00000160932,GAS7,LY6E,FALSE,1.906353597,Heart
ENSG00000007237,ENSG00000138061,GAS7,CYP1B1,FALSE,1.529420101,Heart
ENSG00000007237,ENSG00000163359,GAS7,COL6A3,FALSE,1.201872671,Heart
ENSG00000007237,ENSG00000114383,GAS7,TUSC2,FALSE,0.510828813,Heart
ENSG00000007237,ENSG00000168542,GAS7,COL3A1,FALSE,1.038491543,Heart
ENSG00000007237,ENSG00000155659,GAS7,VSIG4,FALSE,0.930641828,Heart
ENSG00000007237,ENSG00000234456,GAS7,MAGI2-AS3,FALSE,0.893129048,Heart
ENSG00000007237,ENSG00000265241,GAS7,RBM8A,FALSE,0.696037096,Heart
ENSG00000007237,ENSG00000088827,GAS7,SIGLEC1,FALSE,1.895740907,Heart
ENSG00000007237,ENSG00000184009,GAS7,ACTG1,FALSE,0.986471864,Heart
ENSG00000007237,ENSG00000106003,GAS7,LFNG,FALSE,0.905162383,Heart
ENSG00000007237,ENSG00000118526,GAS7,TCF21,FALSE,1.524382454,Heart
ENSG00000007237,ENSG00000107562,GAS7,CXCL12,FALSE,1.547430263,Heart
ENSG00000007237,ENSG00000136546,GAS7,SCN7A,FALSE,0.888585654,Heart
ENSG00000007237,ENSG00000152137,GAS7,HSPB8,FALSE,0.752213691,Heart
ENSG00000007237,ENSG00000211897,GAS7,IGHG3,FALSE,1.234464968,Heart
ENSG00000007237,ENSG00000205678,GAS7,TECRL,FALSE,1.775252392,Heart
ENSG00000007237,ENSG00000173020,GAS7,GRK2,FALSE,0.862733887,Heart
ENSG00000007237,ENSG00000105443,GAS7,CYTH2,FALSE,0.723066427,Heart
ENSG00000008441,ENSG00000119681,NFIX,LTBP2,FALSE,0.956516602,Heart
ENSG00000008441,ENSG00000169692,NFIX,AGPAT2,FALSE,0.560813495,Heart
ENSG00000008441,ENSG00000107562,NFIX,CXCL12,FALSE,0.629142615,Heart
ENSG00000008441,ENSG00000234745,NFIX,HLA-B,FALSE,1.87536766,Heart
ENSG00000008441,ENSG00000214456,NFIX,PLIN5,FALSE,0.465357241,Heart
ENSG00000008441,ENSG00000104879,NFIX,CKM,FALSE,0.809333777,Heart
ENSG00000008441,ENSG00000141524,NFIX,TMC6,FALSE,0.721464822,Heart
ENSG00000008441,ENSG00000118181,NFIX,RPS25,FALSE,0.87491911,Heart
ENSG00000008441,ENSG00000204642,NFIX,HLA-F,FALSE,1.089511585,Heart
ENSG00000008441,ENSG00000108639,NFIX,SYNGR2,FALSE,0.56461937,Heart
ENSG00000008441,ENSG00000099204,NFIX,ABLIM1,FALSE,1.101457016,Heart
ENSG00000009307,ENSG00000223865,CSDE1,HLA-DPB1,FALSE,1.011712289,Heart
ENSG00000009307,ENSG00000214548,CSDE1,MEG3,FALSE,0.972785184,Heart
ENSG00000010244,ENSG00000185551,ZNF207,NR2F2,FALSE,0.802946143,Heart
ENSG00000010244,ENSG00000170889,ZNF207,RPS9,FALSE,1.084612333,Heart
ENSG00000019549,ENSG00000049449,SNAI2,RCN1,FALSE,1.469181179,Heart
ENSG00000019549,ENSG00000166592,SNAI2,RRAD,FALSE,2.915213069,Heart
ENSG00000019549,ENSG00000108107,SNAI2,RPL28,FALSE,0.808165228,Heart
ENSG00000019549,ENSG00000163131,SNAI2,CTSS,FALSE,3.216952707,Heart
ENSG00000019549,ENSG00000177508,SNAI2,IRX3,FALSE,1.360146918,Heart
ENSG00000019549,ENSG00000180353,SNAI2,HCLS1,FALSE,3.599667433,Heart
ENSG00000019549,ENSG00000177674,SNAI2,AGTRAP,FALSE,1.724582884,Heart
ENSG00000020256,ENSG00000103034,ZFP64,NDRG4,FALSE,0.841791933,Heart
ENSG00000020633,ENSG00000109861,RUNX3,CTSC,FALSE,0.735902102,Heart
ENSG00000028277,ENSG00000146192,POU2F2,FGD2,FALSE,1.519570921,Heart
ENSG00000028277,ENSG00000104915,POU2F2,STX10,FALSE,1.011372403,Heart
ENSG00000028277,ENSG00000113721,POU2F2,PDGFRB,FALSE,1.926308075,Heart
ENSG00000028277,ENSG00000102879,POU2F2,CORO1A,FALSE,3.369638169,Heart
ENSG00000028277,ENSG00000108828,POU2F2,VAT1,FALSE,1.553542834,Heart
ENSG00000030419,ENSG00000172009,IKZF2,THOP1,FALSE,1.258077416,Heart
ENSG00000060138,ENSG00000010327,YBX3,STAB1,FALSE,0.578066482,Heart
ENSG00000060138,ENSG00000204287,YBX3,HLA-DRA,FALSE,0.549017443,Heart
ENSG00000060138,ENSG00000103034,YBX3,NDRG4,FALSE,1.19547242,Heart
ENSG00000060138,ENSG00000083845,YBX3,RPS5,FALSE,1.043654218,Heart
ENSG00000065978,ENSG00000136546,YBX1,SCN7A,FALSE,0.869165952,Heart
ENSG00000065978,ENSG00000124491,YBX1,F13A1,FALSE,0.677233499,Heart
ENSG00000065978,ENSG00000165025,YBX1,SYK,FALSE,0.787238634,Heart
ENSG00000065978,ENSG00000010610,YBX1,CD4,FALSE,0.504109422,Heart
ENSG00000065978,ENSG00000134247,YBX1,PTGFRN,FALSE,0.970571781,Heart
ENSG00000066336,ENSG00000204287,SPI1,HLA-DRA,FALSE,0.844829237,Heart
ENSG00000066336,ENSG00000100979,SPI1,PLTP,FALSE,2.113825727,Heart
ENSG00000066336,ENSG00000134825,SPI1,TMEM258,FALSE,2.213789099,Heart
ENSG00000066336,ENSG00000155659,SPI1,VSIG4,FALSE,5.016748419,Heart
ENSG00000066336,ENSG00000111328,SPI1,CDK2AP1,FALSE,2.608391408,Heart
ENSG00000066336,ENSG00000134575,SPI1,ACP2,FALSE,1.71619267,Heart
ENSG00000066336,ENSG00000107562,SPI1,CXCL12,FALSE,3.033024755,Heart
ENSG00000066336,ENSG00000198034,SPI1,RPS4X,FALSE,1.320127863,Heart
ENSG00000066336,ENSG00000125912,SPI1,NCLN,FALSE,3.130139848,Heart
ENSG00000066336,ENSG00000104870,SPI1,FCGRT,FALSE,4.355320163,Heart
ENSG00000066336,ENSG00000038945,SPI1,MSR1,FALSE,1.73836008,Heart
ENSG00000066336,ENSG00000160255,SPI1,ITGB2,FALSE,2.8774101,Heart
ENSG00000066336,ENSG00000049239,SPI1,H6PD,FALSE,1.682345249,Heart
ENSG00000066336,ENSG00000144810,SPI1,COL8A1,FALSE,1.317900853,Heart
ENSG00000066336,ENSG00000169905,SPI1,TOR1AIP2,FALSE,1.889022126,Heart
ENSG00000066336,ENSG00000177469,SPI1,CAVIN1,FALSE,1.721550388,Heart
ENSG00000066336,ENSG00000054938,SPI1,CHRDL2,FALSE,1.409821953,Heart
ENSG00000066336,ENSG00000175445,SPI1,LPL,FALSE,4.667138589,Heart
ENSG00000066336,ENSG00000156453,SPI1,PCDH1,FALSE,1.129448606,Heart
ENSG00000066336,ENSG00000148341,SPI1,SH3GLB2,FALSE,1.220448524,Heart
ENSG00000066336,ENSG00000143196,SPI1,DPT,FALSE,2.566772605,Heart
ENSG00000066336,ENSG00000119655,SPI1,NPC2,FALSE,3.129851462,Heart
ENSG00000067082,ENSG00000234745,KLF6,HLA-B,FALSE,0.690311364,Heart
ENSG00000067082,ENSG00000204287,KLF6,HLA-DRA,FALSE,0.940097584,Heart
ENSG00000067082,ENSG00000102879,KLF6,CORO1A,FALSE,0.561158839,Heart
ENSG00000068305,ENSG00000197756,MEF2A,RPL37A,FALSE,1.02529506,Heart
ENSG00000068305,ENSG00000162654,MEF2A,GBP4,FALSE,1.663430578,Heart
ENSG00000069275,ENSG00000197253,NUCKS1,TPSB2,FALSE,1.447824749,Heart
ENSG00000069275,ENSG00000105383,NUCKS1,CD33,FALSE,1.172181845,Heart
ENSG00000069275,ENSG00000122566,NUCKS1,HNRNPA2B1,FALSE,0.713521719,Heart
ENSG00000069275,ENSG00000178573,NUCKS1,MAF,FALSE,0.537248606,Heart
ENSG00000069275,ENSG00000018280,NUCKS1,SLC11A1,FALSE,0.657699169,Heart
ENSG00000069275,ENSG00000119927,NUCKS1,GPAM,FALSE,0.926073229,Heart
ENSG00000069275,ENSG00000196126,NUCKS1,HLA-DRB1,FALSE,0.826799249,Heart
ENSG00000069275,ENSG00000170807,NUCKS1,LMOD2,FALSE,1.045830974,Heart
ENSG00000069275,ENSG00000028137,NUCKS1,TNFRSF1B,FALSE,0.483349462,Heart
ENSG00000069275,ENSG00000118526,NUCKS1,TCF21,FALSE,0.581239981,Heart
ENSG00000069399,ENSG00000129824,BCL3,RPS4Y1,FALSE,3.647768656,Heart
ENSG00000069399,ENSG00000198467,BCL3,TPM2,FALSE,1.234866574,Heart
ENSG00000069399,ENSG00000134825,BCL3,TMEM258,FALSE,1.503304035,Heart
ENSG00000069399,ENSG00000103260,BCL3,METRN,FALSE,3.815927123,Heart
ENSG00000069399,ENSG00000103496,BCL3,STX4,FALSE,2.118179314,Heart
ENSG00000072310,ENSG00000169738,SREBF1,DCXR,FALSE,1.114131671,Heart
ENSG00000072310,ENSG00000100804,SREBF1,PSMB5,FALSE,0.877596427,Heart
ENSG00000072364,ENSG00000109475,AFF4,RPL34,FALSE,1.045206038,Heart
ENSG00000072364,ENSG00000144746,AFF4,ARL6IP5,FALSE,1.533625626,Heart
ENSG00000074047,ENSG00000104419,GLI2,NDRG1,FALSE,1.369060832,Heart
ENSG00000074800,ENSG00000144810,ENO1,COL8A1,FALSE,1.163204768,Heart
ENSG00000074800,ENSG00000231389,ENO1,HLA-DPA1,FALSE,1.58428723,Heart
ENSG00000074800,ENSG00000275395,ENO1,FCGBP,FALSE,0.908473752,Heart
ENSG00000074800,ENSG00000164309,ENO1,CMYA5,FALSE,0.798139109,Heart
ENSG00000074800,ENSG00000196126,ENO1,HLA-DRB1,FALSE,1.376713163,Heart
ENSG00000074800,ENSG00000197253,ENO1,TPSB2,FALSE,1.215045096,Heart
ENSG00000074800,ENSG00000163092,ENO1,XIRP2,FALSE,0.95204177,Heart
ENSG00000074800,ENSG00000165025,ENO1,SYK,FALSE,1.074845077,Heart
ENSG00000074800,ENSG00000160808,ENO1,MYL3,FALSE,1.604297235,Heart
ENSG00000074800,ENSG00000166482,ENO1,MFAP4,FALSE,1.525741369,Heart
ENSG00000074800,ENSG00000156885,ENO1,COX6A2,FALSE,1.42454212,Heart
ENSG00000074800,ENSG00000019169,ENO1,MARCO,FALSE,0.805659077,Heart
ENSG00000074800,ENSG00000124491,ENO1,F13A1,FALSE,1.783723558,Heart
ENSG00000074800,ENSG00000038945,ENO1,MSR1,FALSE,1.511317186,Heart
ENSG00000074800,ENSG00000169926,ENO1,KLF13,FALSE,0.714897,Heart
ENSG00000074800,ENSG00000117632,ENO1,STMN1,FALSE,1.364656121,Heart
ENSG00000074800,ENSG00000087245,ENO1,MMP2,FALSE,0.748164412,Heart
ENSG00000074800,ENSG00000132514,ENO1,CLEC10A,FALSE,1.820039611,Heart
ENSG00000075426,ENSG00000091136,FOSL2,LAMB1,FALSE,1.141906821,Heart
ENSG00000075426,ENSG00000147416,FOSL2,ATP6V1B2,FALSE,0.930657169,Heart
ENSG00000075426,ENSG00000156873,FOSL2,PHKG2,FALSE,2.156076631,Heart
ENSG00000079102,ENSG00000234741,RUNX1T1,GAS5,FALSE,1.739502426,Heart
ENSG00000079102,ENSG00000187954,RUNX1T1,CYHR1,FALSE,1.175542635,Heart
ENSG00000079102,ENSG00000196262,RUNX1T1,PPIA,FALSE,2.032027672,Heart
ENSG00000082258,ENSG00000074842,CCNT2,MYDGF,FALSE,0.658559324,Heart
ENSG00000082641,ENSG00000184009,NFE2L1,ACTG1,FALSE,0.725703936,Heart
ENSG00000084093,ENSG00000214193,REST,SH3D21,FALSE,1.025739641,Heart
ENSG00000084093,ENSG00000122566,REST,HNRNPA2B1,FALSE,1.368053237,Heart
ENSG00000084676,ENSG00000131469,NCOA1,RPL27,FALSE,2.124004027,Heart
ENSG00000088038,ENSG00000164111,CNOT3,ANXA5,FALSE,0.909060634,Heart
ENSG00000088888,ENSG00000141338,MAVS,ABCA8,FALSE,0.686040536,Heart
ENSG00000089094,ENSG00000185739,KDM2B,SRL,FALSE,1.087663551,Heart
ENSG00000089280,ENSG00000101246,FUS,ARFRP1,FALSE,2.508823087,Heart
ENSG00000089280,ENSG00000018280,FUS,SLC11A1,FALSE,0.78516464,Heart
ENSG00000089280,ENSG00000143549,FUS,TPM3,FALSE,0.94347762,Heart
ENSG00000089280,ENSG00000114854,FUS,TNNC1,FALSE,0.599555807,Heart
ENSG00000089280,ENSG00000135390,FUS,ATP5MC2,FALSE,0.898316368,Heart
ENSG00000089902,ENSG00000108298,RCOR1,RPL19,FALSE,1.196747986,Heart
ENSG00000091831,ENSG00000221983,ESR1,UBA52,TRUE,1.481908295,Heart
ENSG00000091831,ENSG00000129824,ESR1,RPS4Y1,TRUE,1.310052735,Heart
ENSG00000096696,ENSG00000174437,DSP,ATP2A2,FALSE,0.791288692,Heart
ENSG00000100393,ENSG00000187514,EP300,PTMA,FALSE,1.158276475,Heart
ENSG00000100393,ENSG00000137841,EP300,PLCB2,FALSE,1.849403015,Heart
ENSG00000100393,ENSG00000064601,EP300,CTSA,FALSE,1.034407453,Heart
ENSG00000100393,ENSG00000134571,EP300,MYBPC3,FALSE,1.1533686,Heart
ENSG00000100393,ENSG00000214456,EP300,PLIN5,FALSE,1.668455882,Heart
ENSG00000100811,ENSG00000162191,YY1,UBXN1,FALSE,1.445898477,Heart
ENSG00000100811,ENSG00000158869,YY1,FCER1G,FALSE,3.811698646,Heart
ENSG00000101057,ENSG00000101439,MYBL2,CST3,FALSE,1.102698971,Heart
ENSG00000101336,ENSG00000019169,HCK,MARCO,FALSE,0.494097634,Heart
ENSG00000102349,ENSG00000171863,KLF8,RPS7,FALSE,1.155191406,Heart
ENSG00000102554,ENSG00000234741,KLF5,GAS5,FALSE,0.708351315,Heart
ENSG00000102974,ENSG00000155850,CTCF,SLC26A2,FALSE,2.333287229,Heart
ENSG00000102974,ENSG00000064601,CTCF,CTSA,FALSE,1.506268614,Heart
ENSG00000102974,ENSG00000180879,CTCF,SSR4,FALSE,1.319926091,Heart
ENSG00000102974,ENSG00000092054,CTCF,MYH7,FALSE,1.020657143,Heart
ENSG00000102974,ENSG00000101199,CTCF,ARFGAP1,FALSE,1.909077034,Heart
ENSG00000103197,ENSG00000170889,TSC2,RPS9,FALSE,0.907333498,Heart
ENSG00000103495,ENSG00000163359,MAZ,COL6A3,FALSE,1.760962754,Heart
ENSG00000103994,ENSG00000010610,ZNF106,CD4,FALSE,0.97535708,Heart
ENSG00000103994,ENSG00000161281,ZNF106,COX7A1,FALSE,0.642042018,Heart
ENSG00000103994,ENSG00000035664,ZNF106,DAPK2,FALSE,0.994042972,Heart
ENSG00000103994,ENSG00000143196,ZNF106,DPT,FALSE,1.118732429,Heart
ENSG00000103994,ENSG00000109846,ZNF106,CRYAB,FALSE,1.066219622,Heart
ENSG00000103994,ENSG00000105374,ZNF106,NKG7,FALSE,2.792141766,Heart
ENSG00000103994,ENSG00000104870,ZNF106,FCGRT,FALSE,0.72163276,Heart
ENSG00000103994,ENSG00000162409,ZNF106,PRKAA2,FALSE,1.693734168,Heart
ENSG00000103994,ENSG00000146192,ZNF106,FGD2,FALSE,0.54397155,Heart
ENSG00000103994,ENSG00000184009,ZNF106,ACTG1,FALSE,1.927088425,Heart
ENSG00000103994,ENSG00000077009,ZNF106,NMRK2,FALSE,1.300291077,Heart
ENSG00000103994,ENSG00000148303,ZNF106,RPL7A,FALSE,0.449154158,Heart
ENSG00000103994,ENSG00000174407,ZNF106,MIR1-1HG,FALSE,0.942594332,Heart
ENSG00000103994,ENSG00000141524,ZNF106,TMC6,FALSE,1.374024312,Heart
ENSG00000103994,ENSG00000242574,ZNF106,HLA-DMB,FALSE,1.715754078,Heart
ENSG00000103994,ENSG00000119927,ZNF106,GPAM,FALSE,0.622921886,Heart
ENSG00000103994,ENSG00000111245,ZNF106,MYL2,FALSE,1.331182974,Heart
ENSG00000104964,ENSG00000174059,TLE5,CD34,FALSE,0.609606649,Heart
ENSG00000104964,ENSG00000196531,TLE5,NACA,FALSE,0.787764278,Heart
ENSG00000104964,ENSG00000077522,TLE5,ACTN2,FALSE,0.866453998,Heart
ENSG00000105866,ENSG00000154153,SP4,RETREG1,FALSE,0.997527558,Heart
ENSG00000106624,ENSG00000144810,AEBP1,COL8A1,FALSE,1.593704198,Heart
ENSG00000106624,ENSG00000160808,AEBP1,MYL3,FALSE,1.216414488,Heart
ENSG00000106624,ENSG00000103187,AEBP1,COTL1,FALSE,1.435751802,Heart
ENSG00000106624,ENSG00000104870,AEBP1,FCGRT,FALSE,0.820738533,Heart
ENSG00000106624,ENSG00000038945,AEBP1,MSR1,FALSE,1.328028777,Heart
ENSG00000106624,ENSG00000104886,AEBP1,PLEKHJ1,FALSE,2.319791833,Heart
ENSG00000106624,ENSG00000126247,AEBP1,CAPNS1,FALSE,0.921334113,Heart
ENSG00000106624,ENSG00000028137,AEBP1,TNFRSF1B,FALSE,2.094813629,Heart
ENSG00000106624,ENSG00000166482,AEBP1,MFAP4,FALSE,0.845832735,Heart
ENSG00000106624,ENSG00000010327,AEBP1,STAB1,FALSE,2.439729797,Heart
ENSG00000106624,ENSG00000051523,AEBP1,CYBA,FALSE,1.250452658,Heart
ENSG00000106624,ENSG00000160255,AEBP1,ITGB2,FALSE,1.505198135,Heart
ENSG00000106624,ENSG00000180353,AEBP1,HCLS1,FALSE,2.695062577,Heart
ENSG00000106624,ENSG00000010610,AEBP1,CD4,FALSE,0.888537372,Heart
ENSG00000106624,ENSG00000163359,AEBP1,COL6A3,FALSE,1.902287961,Heart
ENSG00000106624,ENSG00000187942,AEBP1,LDLRAD2,FALSE,1.328841036,Heart
ENSG00000106624,ENSG00000197448,AEBP1,GSTK1,FALSE,1.345867322,Heart
ENSG00000106624,ENSG00000100600,AEBP1,LGMN,FALSE,0.84066187,Heart
ENSG00000106624,ENSG00000140937,AEBP1,CDH11,FALSE,2.265076112,Heart
ENSG00000106624,ENSG00000117632,AEBP1,STMN1,FALSE,2.012484047,Heart
ENSG00000106624,ENSG00000140678,AEBP1,ITGAX,FALSE,2.156224244,Heart
ENSG00000106624,ENSG00000100979,AEBP1,PLTP,FALSE,0.800564309,Heart
ENSG00000106624,ENSG00000139291,AEBP1,TMEM19,FALSE,1.545219743,Heart
ENSG00000106624,ENSG00000111321,AEBP1,LTBR,FALSE,0.944046901,Heart
ENSG00000106624,ENSG00000119655,AEBP1,NPC2,FALSE,1.835570336,Heart
ENSG00000106624,ENSG00000111245,AEBP1,MYL2,FALSE,2.177515873,Heart
ENSG00000106624,ENSG00000136546,AEBP1,SCN7A,FALSE,1.831971883,Heart
ENSG00000106624,ENSG00000163092,AEBP1,XIRP2,FALSE,2.505372874,Heart
ENSG00000106624,ENSG00000175084,AEBP1,DES,FALSE,1.867215907,Heart
ENSG00000106624,ENSG00000275395,AEBP1,FCGBP,FALSE,1.846522947,Heart
ENSG00000106624,ENSG00000166592,AEBP1,RRAD,FALSE,0.982469214,Heart
ENSG00000106624,ENSG00000250479,AEBP1,CHCHD10,FALSE,1.298931363,Heart
ENSG00000106624,ENSG00000133110,AEBP1,POSTN,FALSE,2.279637449,Heart
ENSG00000106624,ENSG00000143549,AEBP1,TPM3,FALSE,1.245183452,Heart
ENSG00000108055,ENSG00000136942,SMC3,RPL35,FALSE,0.814513747,Heart
ENSG00000108055,ENSG00000122679,SMC3,RAMP3,FALSE,3.226624972,Heart
ENSG00000108654,ENSG00000187942,DDX5,LDLRAD2,FALSE,0.953398193,Heart
ENSG00000108654,ENSG00000107562,DDX5,CXCL12,FALSE,0.865023722,Heart
ENSG00000108654,ENSG00000103196,DDX5,CRISPLD2,FALSE,0.986215216,Heart
ENSG00000108654,ENSG00000185880,DDX5,TRIM69,FALSE,0.570428174,Heart
ENSG00000108799,ENSG00000086504,EZH1,MRPL28,FALSE,0.657335276,Heart
ENSG00000109906,ENSG00000099622,ZBTB16,CIRBP,FALSE,1.541167275,Heart
ENSG00000109906,ENSG00000168477,ZBTB16,TNXB,FALSE,0.906445779,Heart
ENSG00000109906,ENSG00000260314,ZBTB16,MRC1,FALSE,0.604108948,Heart
ENSG00000109906,ENSG00000171863,ZBTB16,RPS7,FALSE,2.178490989,Heart
ENSG00000109906,ENSG00000185739,ZBTB16,SRL,FALSE,1.217715231,Heart
ENSG00000109906,ENSG00000250007,ZBTB16,,FALSE,0.931590632,Heart
ENSG00000111206,ENSG00000135486,FOXM1,HNRNPA1,TRUE,1.386343944,Heart
ENSG00000112592,ENSG00000100307,TBP,CBX7,FALSE,1.180009647,Heart
ENSG00000112658,ENSG00000168028,SRF,RPSA,TRUE,1.378090772,Heart
ENSG00000112715,ENSG00000234745,VEGFA,HLA-B,FALSE,0.858676031,Heart
ENSG00000112715,ENSG00000250479,VEGFA,CHCHD10,FALSE,0.72585369,Heart
ENSG00000112715,ENSG00000006016,VEGFA,CRLF1,FALSE,0.939072287,Heart
ENSG00000112715,ENSG00000170889,VEGFA,RPS9,FALSE,1.119447521,Heart
ENSG00000113580,ENSG00000149257,NR3C1,SERPINH1,FALSE,1.564131666,Heart
ENSG00000113580,ENSG00000124212,NR3C1,PTGIS,FALSE,2.368830475,Heart
ENSG00000113580,ENSG00000163131,NR3C1,CTSS,FALSE,2.678132312,Heart
ENSG00000113580,ENSG00000253738,NR3C1,OTUD6B-AS1,FALSE,1.731546441,Heart
ENSG00000113580,ENSG00000134571,NR3C1,MYBPC3,FALSE,1.120421748,Heart
ENSG00000113580,ENSG00000104213,NR3C1,PDGFRL,FALSE,1.054034514,Heart
